what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158108102
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158115112
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158118070
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.file.save",1591158120399
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158121189
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158123647
executed,command,org.eclipse.ui.workbench.texteditor,3.14.100.v20200212-1049,"org.eclipse.ui.edit.text.goto.lineStart",1591158125629
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158127177
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158128291
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.file.save",1591158128910
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158130371
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158131471
activated,editor,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.CompilationUnitEditor",1591158133414
activated,editor,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.CompilationUnitEditor",1591158135983
executed,command,org.eclipse.jdt.debug.ui,3.10.600.v20200220-2022,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1591158140960
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591158147252
error,log,,,"Unhandled event loop exception",1591160990189
closed,view,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.PackageExplorer",1591160990364
error,log,,,"Unhandled event loop exception",1591160990370
closed,editor,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.CompilationUnitEditor",1591160990381
error,log,,,"Unhandled event loop exception",1591160990546
closed,editor,org.eclipse.wst.xml.ui,1.2.300.v201904272112,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1591160990560
error,log,,,"Unhandled event loop exception",1591160990710
closed,editor,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.CompilationUnitEditor",1591160990750
closed,editor,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.CompilationUnitEditor",1591160990869
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1591163597992
started,bundle,org.eclipse.osgi,3.15.200.v20200214-1600,"org.eclipse.osgi",1591163597993
started,bundle,org.eclipse.equinox.simpleconfigurator,1.3.500.v20200211-1505,"org.eclipse.equinox.simpleconfigurator",1591163597993
started,bundle,com.ibm.icu,64.2.0.v20190507-1337,"com.ibm.icu",1591163597994
started,bundle,org.apache.felix.gogo.command,1.0.2.v20170914-1324,"org.apache.felix.gogo.command",1591163597995
started,bundle,org.apache.felix.gogo.runtime,1.1.0.v20180713-1646,"org.apache.felix.gogo.runtime",1591163597995
started,bundle,org.apache.felix.gogo.shell,1.1.0.v20180713-1646,"org.apache.felix.gogo.shell",1591163597996
started,bundle,org.apache.felix.scr,2.1.16.v20200110-1820,"org.apache.felix.scr",1591163597997
started,bundle,org.eclipse.buildship.core,3.1.3.v20191118-1057,"org.eclipse.buildship.core",1591163598002
started,bundle,org.eclipse.buildship.stsmigration,3.1.3.v20191118-1057,"org.eclipse.buildship.stsmigration",1591163598002
started,bundle,org.eclipse.buildship.ui,3.1.3.v20191118-1057,"org.eclipse.buildship.ui",1591163598003
started,bundle,org.eclipse.cft.server.verify.ui,1.0.1.v201805291812,"org.eclipse.cft.server.verify.ui",1591163598003
