what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.cut",1591163774645
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.undo",1591163775797
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.copy",1591163776725
executed,command,org.eclipse.ui.workbench.texteditor,3.14.100.v20200212-1049,"org.eclipse.ui.edit.text.goto.lineEnd",1591163779008
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.paste",1591163780683
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163790601
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163791671
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163795115
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163799626
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163806564
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163808533
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.copy",1591163814439
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.paste",1591163816656
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.file.save",1591163818399
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163819370
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163823543
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163827264
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163830543
activated,view,org.eclipse.jdt.ui,3.21.0.v20200226-1531,"org.eclipse.jdt.ui.PackageExplorer",1591163832607
started,bundle,org.eclipse.ui.genericeditor,1.1.700.v20200211-1227,"org.eclipse.ui.genericeditor",1591163834518
started,bundle,org.eclipse.mylyn.context.ui,3.24.2.v20180905-0014,"org.eclipse.mylyn.context.ui",1591163836338
started,bundle,org.eclipse.jpt.common.utility,2.4.1.v201902121834,"org.eclipse.jpt.common.utility",1591163836628
started,bundle,org.eclipse.jpt.common.core,1.5.1.v201902121834,"org.eclipse.jpt.common.core",1591163836629
started,bundle,org.eclipse.jpt.jpa.core,3.6.0.v202002052252,"org.eclipse.jpt.jpa.core",1591163836630
started,bundle,org.eclipse.jst.common.project.facet.core,1.8.0.v201906031755,"org.eclipse.jst.common.project.facet.core",1591163836708
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.850.v201903050508,"org.eclipse.jst.ws.jaxrs.core",1591163836724
started,bundle,org.eclipse.jpt.jpa.db,2.2.201.v201902121834,"org.eclipse.jpt.jpa.db",1591163836805
started,bundle,org.eclipse.datatools.connectivity,1.14.102.201911250848,"org.eclipse.datatools.connectivity",1591163836815
started,bundle,org.eclipse.wst.common.emf,1.2.600.v201903222010,"org.eclipse.wst.common.emf",1591163836868
started,bundle,org.eclipse.cft.server.ui,1.0.110.v201805291812,"org.eclipse.cft.server.ui",1591163837063
started,bundle,org.eclipse.cft.server.standalone.ui,1.0.4.v201805291812,"org.eclipse.cft.server.standalone.ui",1591163837064
started,bundle,org.eclipse.debug.ui,3.14.400.v20200222-1431,"org.eclipse.debug.ui",1591163837158
started,bundle,org.eclipse.compare,3.7.900.v20200129-0902,"org.eclipse.compare",1591163837201
started,bundle,org.eclipse.wst.jsdt.chromium.debug.ui,0.6.200.v201903222101,"org.eclipse.wst.jsdt.chromium.debug.ui",1591163837279
started,bundle,org.eclipse.tm.terminal.connector.local,4.6.0.202002152032,"org.eclipse.tm.terminal.connector.local",1591163837340
started,bundle,org.eclipse.tm.terminal.control,4.6.0.202002152037,"org.eclipse.tm.terminal.control",1591163837358
started,bundle,org.eclipse.wst.common.core,1.3.0.v201903222010,"org.eclipse.wst.common.core",1591163837608
started,bundle,org.eclipse.lsp4e.debug,0.12.0.202003021135,"org.eclipse.lsp4e.debug",1591163837676
started,bundle,org.eclipse.wst.jsdt.chromium.debug.core,0.5.300.v201903222101,"org.eclipse.wst.jsdt.chromium.debug.core",1591163837894
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.copy",1591163841042
started,bundle,org.eclipse.wst.server.core,1.10.100.v201910252115,"org.eclipse.wst.server.core",1591163841071
started,bundle,org.eclipse.wst.server.ui,1.5.600.v201910252115,"org.eclipse.wst.server.ui",1591163841095
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.601.v201903222047,"org.eclipse.wst.jsdt.manipulation",1591163847278
started,bundle,org.eclipse.wst.jsdt.core,2.0.302.v201903222047,"org.eclipse.wst.jsdt.core",1591163847406
started,bundle,org.eclipse.wst.jsdt.ui,2.0.402.v202002141644,"org.eclipse.wst.jsdt.ui",1591163847467
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163847575
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163872316
started,bundle,org.eclipse.jem.util,2.1.201.v201903222010,"org.eclipse.jem.util",1591163872435
started,bundle,org.eclipse.jst.j2ee.core,1.4.1.v201903222024,"org.eclipse.jst.j2ee.core",1591163872438
executed,command,org.eclipse.ui,3.116.0.v20200203-1308,"org.eclipse.ui.edit.paste",1591163872483
started,bundle,org.eclipse.wst.validation,1.2.800.v201904082137,"org.eclipse.wst.validation",1591163872605
started,bundle,org.eclipse.wst.common.frameworks,1.2.201.v201903222010,"org.eclipse.wst.common.frameworks",1591163872702
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201903222010,"org.eclipse.wst.common.emfworkbench.integration",1591163872708
started,bundle,org.eclipse.wst.common.modulecore,1.3.100.v201903222010,"org.eclipse.wst.common.modulecore",1591163872723
started,bundle,org.eclipse.cft.server.standalone.core,1.0.4.v201805291812,"org.eclipse.cft.server.standalone.core",1591163872773
started,bundle,org.eclipse.wst.sse.core,1.2.200.v202002172151,"org.eclipse.wst.sse.core",1591163872798
started,bundle,org.eclipse.cft.server.core,1.2.3.v201805291812,"org.eclipse.cft.server.core",1591163873539
deactivated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163874240
activated,workbench,org.eclipse.ui.workbench,3.118.0.v20200222-0719,"",1591163877795
started,bundle,org.eclipse.wst.xml.ui,1.2.300.v201904272112,"org.eclipse.wst.xml.ui",1591163881133
started,bundle,org.eclipse.wst.xml.core,1.2.200.v201911262147,"org.eclipse.wst.xml.core",1591163881224
started,bundle,org.eclipse.wildwebdeveloper.xml,0.6.1.202003111701,"org.eclipse.wildwebdeveloper.xml",1591163881507
started,bundle,org.eclipse.wst.common.uriresolver,1.2.300.v201903222010,"org.eclipse.wst.common.uriresolver",1591163881680
started,bundle,org.eclipse.wst.xsl.core,1.2.100.v201907231732,"org.eclipse.wst.xsl.core",1591163881803
started,bundle,org.eclipse.wst.xsl.exslt.core,1.1.0.v201901071922,"org.eclipse.wst.xsl.exslt.core",1591163882036
started,bundle,org.eclipse.wst.json.core,1.1.0.v201901152013,"org.eclipse.wst.json.core",1591163882063
started,bundle,org.eclipse.wst.dtd.ui,1.1.200.v201904272112,"org.eclipse.wst.dtd.ui",1591163882090
started,bundle,org.eclipse.wst.xsl.ui,1.2.100.v201904272112,"org.eclipse.wst.xsl.ui",1591163882182
opened,editor,org.eclipse.wst.xml.ui,1.2.300.v201904272112,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1591163882281
started,bundle,org.eclipse.wst.xsd.core,1.2.0.v201901071922,"org.eclipse.wst.xsd.core",1591163882448
started,bundle,org.eclipse.xsd,2.17.0.v20191220-1010,"org.eclipse.xsd",1591163882458
started,bundle,org.eclipse.wst.internet.cache,1.0.800.v201903222010,"org.eclipse.wst.internet.cache",1591163882628
